Application,Product,Drug,NDA,Marketing,Sponsor,Form,Strength,Ingredient,DocumentType,DocumentDate,DocumentURL
19630,10,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;150MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,11,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;220MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,12,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;300MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,13,POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;37MG/100ML;330MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,14,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;75MG/100ML;330MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,15,POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;110MG/100ML;330MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,16,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;150MG/100ML;330MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,17,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;220MG/100ML;330MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,18,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;300MG/100ML;330MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,19,POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;37MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,20,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;75MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,21,POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;110MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,22,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;150MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,23,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;220MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,24,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;300MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,25,POTASSIUM CHLORIDE 0.037% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;37MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,26,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;75MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,27,POTASSIUM CHLORIDE 0.11% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;110MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,28,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;150MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,29,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;220MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,30,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;300MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,31,POTASSIUM CHLORIDE 0.037% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;37MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,32,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;75MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,33,POTASSIUM CHLORIDE 0.11% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;110MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,34,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;150MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,35,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;220MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,36,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;300MG/100ML;200MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,37,POTASSIUM CHLORIDE 0.037% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;37MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,38,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;75MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,39,POTASSIUM CHLORIDE 0.11% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;110MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,40,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;150MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,41,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;220MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,42,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;300MG/100ML;450MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,43,POTASSIUM CHLORIDE 0.037% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;37MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,44,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;75MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,45,POTASSIUM CHLORIDE 0.11% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;110MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,46,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;150MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,47,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;220MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,48,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;300MG/100ML;900MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,49,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),3.3GM/100ML;75MG/100ML;300MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,50,POTASSIUM CHLORIDE 0.11% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),3.3GM/100ML;110MG/100ML;300MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,51,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),3.3GM/100ML;150MG/100ML;300MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,52,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),3.3GM/100ML;220MG/100ML;300MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19630,53,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,N019630,Prescription,B BRAUN,INJECTABLE (INJECTION),3.3GM/100ML;300MG/100ML;300MG/100ML,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,,,
19631,1,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),2.5GM/100ML;110MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,2,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),2.5GM/100ML;200MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,3,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),2.5GM/100ML;330MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,4,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),2.5GM/100ML;450MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,5,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),2.5GM/100ML;900MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,6,DEXTROSE 5% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;110MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,7,DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;200MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,8,DEXTROSE 5% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;330MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,9,DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;450MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,10,DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;900MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,11,DEXTROSE 10% AND SODIUM CHLORIDE 0.11% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;110MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,12,DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;200MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,13,DEXTROSE 10% AND SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;330MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,14,DEXTROSE 10% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;450MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,15,DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),10GM/100ML;900MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19631,16,DEXTROSE 3.3% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,N019631,Prescription,B BRAUN,INJECTABLE (INJECTION),3.3GM/100ML;300MG/100ML,DEXTROSE; SODIUM CHLORIDE,,,
19634,1,DEXTROSE 2.5% IN HALF-STRENGTH LACTATED RINGER'S IN PLASTIC CONTAINER,N019634,Prescription,B BRAUN,INJECTABLE (INJECTION),10MG/100ML;2.5GM/100ML;15MG/100ML;300MG/100ML;160MG/100ML,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,,,
19634,2,DEXTROSE 4% IN MODIFIED LACTATED RINGER'S IN PLASTIC CONTAINER,N019634,Discontinued,B BRAUN,INJECTABLE (INJECTION),4MG/100ML;4GM/100ML;6MG/100ML;120MG/100ML;62MG/100ML,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,,,
19634,3,DEXTROSE 5% IN LACTATED RINGER'S IN PLASTIC CONTAINER,N019634,Prescription,B BRAUN,INJECTABLE (INJECTION),20MG/100ML;5GM/100ML;30MG/100ML;600MG/100ML;310MG/100ML,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,,,
19635,1,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,N019635,Prescription,B BRAUN,INJECTABLE (INJECTION),450MG/100ML,SODIUM CHLORIDE,,,
19635,2,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,N019635,Prescription,B BRAUN,INJECTABLE (INJECTION),900MG/100ML,SODIUM CHLORIDE,,,
19635,3,SODIUM CHLORIDE 3% IN PLASTIC CONTAINER,N019635,Prescription,B BRAUN,INJECTABLE (INJECTION),3GM/100ML,SODIUM CHLORIDE,,,
19635,4,SODIUM CHLORIDE 5% IN PLASTIC CONTAINER,N019635,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML,SODIUM CHLORIDE,,,
19635,5,SODIUM CHLORIDE 0.9%,N019635,Prescription,B BRAUN,INJECTABLE (INJECTION),9MG/10ML,SODIUM CHLORIDE,,,
19696,1,ISOLYTE S PH 7.4 IN PLASTIC CONTAINER,N019696,Prescription,B BRAUN,INJECTABLE (INJECTION),30MG/100ML;37MG/100ML;0.82MG/100ML;370MG/100ML;530MG/100ML;500MG/100ML;12MG/100ML,"MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",,,
19711,1,ISOLYTE S IN PLASTIC CONTAINER,N019711,Prescription,B BRAUN,INJECTABLE (INJECTION),30MG/100ML;37MG/100ML;370MG/100ML;530MG/100ML;500MG/100ML,MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,,,
19715,1,DIPENTUM,N019715,Prescription,MYLAN SPECIALITY LP,CAPSULE (ORAL),250MG,OLSALAZINE SODIUM,,,
19732,1,LUPRON DEPOT,N019732,Prescription,ABBVIE ENDOCRINE INC,INJECTABLE (INJECTION),7.5MG/VIAL,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
19779,1,IOPIDINE,N019779,Prescription,NOVARTIS,SOLUTION/DROPS (OPHTHALMIC),EQ 1% BASE,APRACLONIDINE HYDROCHLORIDE,,,
19826,1,THEOPHYLLINE 0.04% AND DEXTROSE 5% IN PLASTIC CONTAINER,N019826,Prescription,B BRAUN,INJECTABLE (INJECTION),40MG/100ML,THEOPHYLLINE,,,
19826,2,THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER,N019826,Prescription,B BRAUN,INJECTABLE (INJECTION),80MG/100ML,THEOPHYLLINE,,,
19826,3,THEOPHYLLINE 0.16% AND DEXTROSE 5% IN PLASTIC CONTAINER,N019826,Prescription,B BRAUN,INJECTABLE (INJECTION),160MG/100ML,THEOPHYLLINE,,,
19826,4,THEOPHYLLINE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER,N019826,Discontinued,B BRAUN,INJECTABLE (INJECTION),200MG/100ML,THEOPHYLLINE,,,
19826,5,THEOPHYLLINE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER,N019826,Discontinued,B BRAUN,INJECTABLE (INJECTION),400MG/100ML,THEOPHYLLINE,,,
19826,6,THEOPHYLLINE 0.32% AND DEXTROSE 5% IN PLASTIC CONTAINER,N019826,Prescription,B BRAUN,INJECTABLE (INJECTION),320MG/100ML,THEOPHYLLINE,,,
19829,1,CERETEC,N019829,Prescription,GE HEALTHCARE,INJECTABLE (INJECTION),N/A,TECHNETIUM TC-99M EXAMETAZIME KIT,,,
19845,1,BETOPTIC S,N019845,Prescription,NOVARTIS,SUSPENSION/DROPS (OPHTHALMIC),EQ 0.25% BASE,BETAXOLOL HYDROCHLORIDE,,,
19873,1,ISOLYTE P IN DEXTROSE 5% IN PLASTIC CONTAINER,N019873,Prescription,B BRAUN,INJECTABLE (INJECTION),5GM/100ML;31MG/100ML;130MG/100ML;26MG/100ML;320MG/100ML,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE",,,
19904,1,POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER,N019904,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),14.9MG/ML,POTASSIUM CHLORIDE,,,
19904,2,POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER,N019904,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),29.8MG/ML,POTASSIUM CHLORIDE,,,
19904,3,POTASSIUM CHLORIDE 30MEQ IN PLASTIC CONTAINER,N019904,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.24GM/100ML,POTASSIUM CHLORIDE,,,
19904,4,POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER,N019904,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),2.98GM/100ML,POTASSIUM CHLORIDE,,,
19904,5,POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER,N019904,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),746MG/100ML,POTASSIUM CHLORIDE,,,
19904,6,POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER,N019904,Prescription,BAXTER HLTHCARE,INJECTABLE (INJECTION),1.49GM/100ML,POTASSIUM CHLORIDE,,,
19998,2,CHEMET,N019998,Prescription,RECORDATI RARE,CAPSULE (ORAL),100MG,SUCCIMER,,,
20011,1,LUPRON DEPOT,N020011,Discontinued,ABBVIE ENDOCRINE INC,INJECTABLE (INJECTION),3.75MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20011,2,LUPRON DEPOT,N020011,Prescription,ABBVIE ENDOCRINE INC,INJECTABLE (INJECTION),3.75MG,LEUPROLIDE ACETATE,Other Important Information from FDA,2011-12-20T00:00:00Z,http://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm209848.htm
20049,1,PENTASA,N020049,Prescription,TAKEDA PHARMS USA,"CAPSULE, EXTENDED RELEASE (ORAL)",250MG,MESALAMINE,Review,1998-02-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020049a_052292_biopharmrev.pdf
20049,2,PENTASA,N020049,Prescription,TAKEDA PHARMS USA,"CAPSULE, EXTENDED RELEASE (ORAL)",500MG,MESALAMINE,Review,1998-02-18T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020049a_052292_biopharmrev.pdf
20126,1,ZONALON,N020126,Prescription,MYLAN,CREAM (TOPICAL),5%,DOXEPIN HYDROCHLORIDE,,,
20145,1,NITRO-DUR,N020145,Prescription,USPHARMA,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.1MG/HR,NITROGLYCERIN,,,
20145,2,NITRO-DUR,N020145,Prescription,USPHARMA,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.2MG/HR,NITROGLYCERIN,,,
20145,3,NITRO-DUR,N020145,Prescription,USPHARMA,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.3MG/HR,NITROGLYCERIN,,,
20145,4,NITRO-DUR,N020145,Prescription,USPHARMA,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.4MG/HR,NITROGLYCERIN,,,
20145,5,NITRO-DUR,N020145,Prescription,USPHARMA,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.6MG/HR,NITROGLYCERIN,,,
20145,6,NITRO-DUR,N020145,Prescription,USPHARMA,"FILM, EXTENDED RELEASE (TRANSDERMAL)",0.8MG/HR,NITROGLYCERIN,,,
20191,1,ALOMIDE,N020191,Prescription,NOVARTIS,SOLUTION/DROPS (OPHTHALMIC),EQ 0.1% BASE,LODOXAMIDE TROMETHAMINE,,,
20193,1,ELMIRON,N020193,Prescription,JANSSEN PHARMS,CAPSULE (ORAL),100MG,PENTOSAN POLYSULFATE SODIUM,Review,2019-02-15T00:00:00Z,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020193Orig1s000rev.pdf
20209,1,OXISTAT,N020209,Prescription,ANI PHARMS,LOTION (TOPICAL),EQ 1% BASE,OXICONAZOLE NITRATE,,,
